orgao_superior_nome;orgao_nome;nome_item;nome_natureza_despesa_detalhada;valor
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;314014.23
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;TAXA DE ADMINISTRACAO;47628.83
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;FESTIVIDADES E HOMENAGENS;3798.89
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;36932.24
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;32811.57
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;603945.48
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Locação de Imóveis;LOCACAO DE IMOVEIS;4200
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;9106.5
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;9135.41
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Locação de Veículos;LOCACAO DE MEIOS DE TRANSPORTE;17232.99
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;277.57
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;37406
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Material de Consumo;MATERIAL P/ MANUTENCAO DE VEICULOS;4080.87
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Material de Consumo;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;2814.36
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;59.17
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Material de Consumo;MATERIAL DE EXPEDIENTE;162.11
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Material de Consumo;GENEROS DE ALIMENTACAO;1097.9
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;19789.74
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Diárias;DIARIAS NO EXTERIOR;4826.34
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Diárias;DIARIAS NO PAIS;722331.24
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;INSTITUTO DE PESQUISA ECONÔMICA APLICADA;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;2380
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;INSTITUTO DE PESQUISA ECONÔMICA APLICADA;Tecnologia da Informação e Comunicação;SERVICOS TECNICOS PROFISSIONAIS DE TIC;2172.55
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;INSTITUTO DE PESQUISA ECONÔMICA APLICADA;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;4337.41
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Material de Consumo;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO;5395.2
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Material de Consumo;MATERIAL DE COPA E COZINHA;1059.12
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Material de Consumo;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;7.8
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Tecnologia da Informação e Comunicação;MATERIAL DE TIC - MATERIAL DE CONSUMO;369
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Material de Consumo;MATERIAL DE EXPEDIENTE;2034.1
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Material de Consumo;MATERIAL P/ FESTIVIDADES E HOMENAGENS;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;666584.07
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;567724.02
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;539735.01
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;SERVICOS JUDICIARIOS;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC;354.16
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;182388.33
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;10817.36
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Locação de Veículos;LOCACAO DE MEIOS DE TRANSPORTE;914.16
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;147000.2
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;76843.88
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Material de Consumo;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;34154.68
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Material de Consumo;GENEROS DE ALIMENTACAO;1284.4
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Diárias;DIARIAS NO EXTERIOR;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Diárias;DIARIAS NO PAIS;34681.86
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Contratação Temporária;AUXILIO-TRANSPORTE;7659.57
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Contratação Temporária;AUXILIO-CRECHE;1492.65
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Contratação Temporária;AUXILIO-ALIMENTACAO;41913.58
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;11792.93
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Tecnologia da Informação e Comunicação;EMISSAO DE CERTIFICADOS DIGITAIS;79.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;2218.65
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;0
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Material de Consumo;GENEROS DE ALIMENTACAO;3812.82
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIF. P/ OUTRAS FINALIDADES;9340
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;699013.92
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Diárias;DIARIAS NO EXTERIOR;55633.04
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Diárias;DIARIAS NO PAIS;1598697.31
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;AUXILIO-TRANSPORTE;842266.48
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;AUXILIO-CRECHE;224624.41
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;AUXILIO-ALIMENTACAO;4262145.6
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;INDENIZACAO;0
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;FERIAS - ABONO CONSTITUCIONAL;45780
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;13¨ SALARIO - CONTRATO TEMPORARIO;27468
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Contratação Temporária;SALARIO CONTRATO TEMPORARIO;1699886.73
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;4116.31
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;21526.16
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;Tecnologia da Informação e Comunicação;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;94121.66
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;Tecnologia da Informação e Comunicação;LOCACAO DE EQUIPAMENTOS DE TIC - TELEFONIA;28500
MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA;MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;17600
ADVOCACIA-GERAL DA UNIÃO;ADVOCACIA-GERAL DA UNIÃO;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;1300
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;2229.86
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Apoio Administrativo, Técnico e Operacional;SERVICO DE SELECAO E TREINAMENTO;3540
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;161.54
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;14539.62
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;2809.56
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;35781.45
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;14353.04
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Locação de Imóveis;LOCACAO DE IMOVEIS;319961.06
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;58646.77
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;148445.61
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;122016.85
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;103197.32
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Locação de Imóveis;LOCACAO DE IMOVEIS;18000
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Passagens e Despesas com Locomoção;PASSAGENS E DESP.C/LOCOMOCAO-PAGTO ANTECIPADO;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;4930.76
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Material de Consumo;MATERIAL P/ MANUTENCAO DE VEICULOS;5766.08
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;10937.8
MINISTÉRIO DA DEFESA;COMANDO DO EXÉRCITO;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;36605.34
MINISTÉRIO DA DEFESA;COMANDO DA AERONÁUTICA;Material de Consumo;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;4040
MINISTÉRIO DA DEFESA;COMANDO DA AERONÁUTICA;Serviços de Cópias e Reproduções de Documentos;SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS;20696.39
MINISTÉRIO DA DEFESA;COMANDO DA AERONÁUTICA;Material de Consumo;GENEROS DE ALIMENTACAO;6334916.99
MINISTÉRIO DA DEFESA;COMANDO DA AERONÁUTICA;Material de Consumo;GAS E OUTROS MATERIAIS ENGARRAFADOS;3850.5
MINISTÉRIO DA DEFESA;COMANDO DA AERONÁUTICA;Diárias;DIARIAS NO EXTERIOR;10116.099
MINISTÉRIO DA DEFESA;COMANDO DA AERONÁUTICA;Diárias;DIARIAS NO PAIS;5659.8
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;3575.23
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;14848.55
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Diárias;DIARIAS NO PAIS;30711
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;54780.57
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Tecnologia da Informação e Comunicação;TELEFONIA FIXA E MOVEL - PACOTE DE COMUNICACAO DE DADOS;2841.28
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;10323.45
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Tecnologia da Informação e Comunicação;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;3950
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;0
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;18527.76
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;665.53
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Apoio Administrativo, Técnico e Operacional;TAXA DE ADMINISTRACAO;26699.03
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;3966.2
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;13954.15
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;3927.24
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;230423.66
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Apoio Administrativo, Técnico e Operacional;TAXA DE ADMINISTRACAO;37244.26
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;1290
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;99.64
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Locações de Mão-de-Obra e Terceirização;MANUTENCAO E CONSERVACAO DE BENS MOVEIS;29345.28
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;146617.76
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;1297101.83
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;2643.46
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;54600
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Material de Consumo;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;33599.88
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;204540.78
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Material de Consumo;GENEROS DE ALIMENTACAO;15248.25
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Diárias;DIARIAS NO EXTERIOR;29784.96
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Diárias;DIARIAS NO PAIS;23518.21
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Contratação Temporária;AUXILIO-CRECHE;593.85
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;Contratação Temporária;AUXILIO-ALIMENTACAO;17466.91
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE SÃO PAULO;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;620
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE SÃO PAULO;Tecnologia da Informação e Comunicação;EMISSAO DE CERTIFICADOS DIGITAIS;68.89
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE SÃO PAULO;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;8770.28
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE SÃO PAULO;Tecnologia da Informação e Comunicação;LOCACAO DE EQUIPAMENTOS DE TIC - COMPUTADORES;6530.66
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;0
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Locação de Máquinas e Equipamentos;LOCACAO BENS MOV. OUT.NATUREZAS E INTANGIVEIS;800
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;1128.68
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;37301.63
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE BRIGADA DE INCENDIO.;0
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;134384.28
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;0
